match_id,season,round_number,match_time,home_team,away_team,venue,home_score,away_score,home_win,home_team_id,away_team_id,is_final,home_elo_pre,away_elo_pre,elo_diff,home_win_rate_l3,home_win_rate_l5,home_win_rate_l10,home_avg_pts_for_l10,home_avg_pts_against_l10,home_momentum,away_win_rate_l3,away_win_rate_l5,away_win_rate_l10,away_avg_pts_for_l10,away_avg_pts_against_l10,away_momentum,h2h_home_win_rate_l5,h2h_avg_margin_l5,h2h_games_played,home_rest_days,away_rest_days,home_interstate_travel,away_interstate_travel,home_travel_km,away_travel_km,travel_km_diff,is_neutral_venue,home_venue_win_rate,away_venue_win_rate,venue_home_advantage,bm_home_odds,bm_away_odds,bm_home_implied_prob,bm_away_implied_prob,bm_overround,bm_home_odds_open,bm_away_odds_open,bm_home_odds_drift,bm_away_odds_drift,bm_line_move,home_availability_index,away_availability_index,home_key_players_absent,away_key_players_absent,availability_diff,weather_is_raining,weather_is_high_wind,weather_is_extreme_heat,weather_scoring_index
1639,2023,4,2023-04-07 06:20:00,North Melbourne,Carlton,Docklands,84.0,107.0,0.0,12,3,False,1347.88,1514.27,-166.39,0.6667,0.4,0.3,74.4,98.8,0.3667,0.6667,0.4,0.4,76.7,74.8,0.2667,0.6667,48.67,3,6.0,6.0,0,0,0.0,0.0,0.0,0,0.375,0.3333,0.0417,5.482,1.223,0.1824,0.8176,1.0,5.482,1.223,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1640,2023,4,2023-04-08 03:45:00,Adelaide,Fremantle,Adelaide Oval,111.0,72.0,1.0,1,6,False,1416.4,1519.83,-103.42,0.3333,0.4,0.4,85.2,92.1,-0.0667,0.3333,0.4,0.5,71.0,67.7,-0.1667,0.4,16.8,7,6.0,5.0,0,1,0.0,2130.0,2130.0,0,0.5773,0.2727,0.3046,1.684,2.462,0.5938,0.4062,1.0,1.684,2.462,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1641,2023,4,2023-04-08 06:35:00,Richmond,Western Bulldogs,M.C.G.,84.0,89.0,0.0,14,18,False,1533.01,1524.97,8.04,0.3333,0.4,0.5,94.1,75.7,-0.1667,0.3333,0.4,0.5,72.0,79.9,-0.1667,0.75,11.0,4,7.0,8.0,0,0,0.0,0.0,0.0,0,0.6952,0.5263,0.1689,1.628,2.593,0.6144,0.3856,1.0,1.628,2.593,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1642,2023,4,2023-04-08 09:30:00,St Kilda,Gold Coast,Docklands,113.0,60.0,1.0,15,8,False,1540.58,1448.07,92.51,1.0,0.6,0.5,74.7,76.6,0.5,0.3333,0.4,0.4,79.9,91.7,-0.0667,1.0,19.33,3,7.0,6.0,0,1,0.0,1730.0,1730.0,0,0.4634,0.2941,0.1693,1.477,3.095,0.6769,0.3231,1.0,1.477,3.095,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1643,2023,4,2023-04-08 09:30:00,Sydney,Port Adelaide,S.C.G.,64.0,66.0,0.0,16,13,False,1609.56,1507.03,102.52,0.6667,0.6,0.8,95.3,77.9,-0.1333,0.3333,0.6,0.4,93.3,85.6,-0.0667,0.5,6.5,4,6.0,7.0,0,1,0.0,1170.0,1170.0,0,0.65,,,1.369,3.711,0.7305,0.2695,1.0,1.369,3.711,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1644,2023,4,2023-04-09 04:10:00,Essendon,Greater Western Sydney,Docklands,88.0,75.0,1.0,5,9,False,1462.15,1415.7,46.44,0.6667,0.4,0.5,90.5,91.1,0.1667,0.3333,0.2,0.2,65.4,86.9,0.1333,0.25,-9.5,4,7.0,7.0,0,0,0.0,0.0,0.0,0,0.5,0.5,0.0,1.529,2.892,0.6542,0.3458,1.0,1.529,2.892,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1645,2023,4,2023-04-09 07:20:00,West Coast,Melbourne,Perth Stadium,63.0,126.0,0.0,17,11,False,1343.56,1599.04,-255.48,0.3333,0.2,0.1,72.4,99.5,0.2333,0.6667,0.4,0.5,94.7,80.1,0.1667,0.6,5.2,8,7.0,7.0,0,1,0.0,2720.0,2720.0,0,0.5714,0.625,-0.0536,11.792,1.093,0.0848,0.9152,1.0,11.792,1.093,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1646,2023,4,2023-04-10 05:20:00,Geelong,Hawthorn,M.C.G.,127.0,45.0,1.0,7,10,False,1613.46,1428.39,185.07,0.0,0.4,0.7,102.4,69.7,-0.7,0.3333,0.2,0.5,75.5,86.2,-0.1667,0.6,8.8,8,8.0,9.0,0,0,0.0,0.0,0.0,1,0.5882,0.4933,0.0949,1.173,6.775,0.8524,0.1476,1.0,1.173,6.775,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1647,2023,5,2023-04-13 09:40:00,Adelaide,Carlton,Adelaide Oval,118.0,62.0,1.0,1,3,False,1434.84,1525.1,-90.26,0.6667,0.4,0.5,90.9,90.7,0.1667,1.0,0.6,0.4,75.8,77.9,0.6,1.0,42.0,2,5.0,6.0,0,1,0.0,730.0,730.0,0,0.5816,0.0,0.5816,2.1,1.909,0.4761,0.5239,1.0,2.1,1.909,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1648,2023,5,2023-04-14 07:10:00,Fremantle,Gold Coast,Norwood Oval,100.0,90.0,1.0,6,8,False,1501.39,1438.29,63.1,0.3333,0.2,0.5,73.0,73.6,-0.1667,0.3333,0.4,0.3,76.5,93.8,0.0333,0.6667,8.0,3,6.0,5.0,1,1,2130.0,1600.0,-530.0,1,,,,1.682,2.467,0.5947,0.4053,1.0,1.682,2.467,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1649,2023,5,2023-04-14 10:10:00,Richmond,Sydney,Adelaide Oval,78.0,122.0,0.0,14,16,False,1514.36,1586.95,-72.59,0.3333,0.2,0.5,93.7,75.4,-0.1667,0.3333,0.4,0.7,90.5,80.6,-0.3667,0.6,0.4,6,6.0,6.0,1,1,730.0,1170.0,440.0,1,0.4375,0.375,0.0625,2.382,1.724,0.4199,0.5801,1.0,2.382,1.724,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1650,2023,5,2023-04-15 03:10:00,Brisbane Lions,North Melbourne,Adelaide Hills,152.0,77.0,1.0,2,12,False,1581.64,1337.05,244.59,0.6667,0.4,0.6,83.3,92.3,0.0667,0.3333,0.4,0.3,74.7,100.7,0.0333,0.4,6.4,6,8.0,7.0,0,0,0.0,0.0,0.0,1,,,,1.222,5.513,0.8186,0.1814,1.0,1.222,5.513,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1651,2023,5,2023-04-15 06:10:00,Essendon,Melbourne,Adelaide Oval,104.0,77.0,1.0,5,11,False,1473.81,1606.55,-132.74,0.6667,0.6,0.5,89.3,89.6,0.1667,0.6667,0.6,0.6,97.3,75.4,0.0667,0.2,-18.2,6,6.0,5.0,1,1,730.0,730.0,0.0,1,0.4,0.75,-0.35,3.489,1.402,0.2866,0.7134,1.0,3.489,1.402,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1652,2023,5,2023-04-15 09:50:00,Port Adelaide,Western Bulldogs,Adelaide Oval,70.0,56.0,1.0,13,18,False,1529.64,1543.62,-13.98,0.3333,0.6,0.4,91.5,89.1,-0.0667,0.6667,0.4,0.5,72.5,82.7,0.1667,0.4,-17.0,8,7.0,7.0,0,1,0.0,730.0,730.0,0,0.5876,0.4545,0.1331,1.513,2.951,0.6611,0.3389,1.0,1.513,2.951,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1653,2023,5,2023-04-16 03:10:00,Geelong,West Coast,Adelaide Oval,136.0,89.0,1.0,7,17,False,1621.66,1336.06,285.61,0.3333,0.4,0.7,105.7,67.6,-0.3667,0.3333,0.2,0.1,73.4,100.5,0.2333,1.0,60.8,5,5.0,6.0,1,1,730.0,2130.0,1400.0,1,0.5333,0.6667,-0.1334,1.07,15.385,0.935,0.065,1.0,1.07,15.385,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1654,2023,5,2023-04-16 05:20:00,Greater Western Sydney,Hawthorn,Norwood Oval,77.0,75.0,1.0,9,10,False,1404.03,1420.19,-16.16,0.0,0.2,0.2,70.0,87.3,-0.2,0.3333,0.2,0.4,71.4,93.5,-0.0667,0.6,-1.4,7,7.0,6.0,0,1,0.0,730.0,730.0,1,,,,1.468,3.135,0.681,0.319,1.0,1.468,3.135,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1655,2023,5,2023-04-16 06:50:00,Collingwood,St Kilda,Adelaide Oval,70.0,64.0,1.0,4,15,False,1594.45,1550.36,44.09,0.6667,0.6,0.6,87.2,80.4,0.0667,1.0,0.8,0.6,79.0,71.5,0.4,0.6,27.2,5,9.0,7.0,1,1,730.0,730.0,0.0,1,0.625,0.25,0.375,1.563,2.775,0.6397,0.3603,1.0,1.563,2.775,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1656,2023,6,2023-04-21 10:10:00,Fremantle,Western Bulldogs,Perth Stadium,69.0,118.0,0.0,6,18,False,1514.51,1529.27,-14.76,0.6667,0.4,0.6,79.1,74.1,0.0667,0.6667,0.4,0.4,67.1,79.7,0.2667,0.6,5.6,7,7.0,6.0,0,1,0.0,2720.0,2720.0,0,0.6,0.4286,0.1714,1.858,2.165,0.5381,0.4619,1.0,1.858,2.165,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1657,2023,6,2023-04-22 03:45:00,Port Adelaide,West Coast,Adelaide Oval,109.0,69.0,1.0,13,17,False,1543.99,1330.88,213.11,0.6667,0.6,0.5,91.6,86.4,0.1667,0.0,0.2,0.1,74.6,103.9,-0.1,0.4,23.2,7,6.0,6.0,0,1,0.0,2130.0,2130.0,0,0.5918,0.6154,-0.0236,1.076,14.225,0.9297,0.0703,1.0,1.076,14.225,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1658,2023,6,2023-04-22 06:35:00,Greater Western Sydney,Brisbane Lions,Manuka Oval,87.0,108.0,0.0,9,2,False,1420.78,1587.92,-167.15,0.3333,0.4,0.3,71.8,84.9,0.0333,0.6667,0.6,0.6,87.1,91.9,0.0667,0.4,-3.2,5,6.0,7.0,0,1,0.0,1250.0,1250.0,1,0.3333,,,3.493,1.401,0.2863,0.7137,1.0,3.493,1.401,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1659,2023,6,2023-04-22 09:25:00,Geelong,Sydney,Kardinia Park,130.0,37.0,1.0,7,16,False,1626.85,1599.66,27.19,0.6667,0.4,0.7,108.3,70.0,-0.0333,0.3333,0.6,0.7,90.1,79.6,-0.3667,0.6,19.8,8,6.0,7.0,0,1,0.0,870.0,870.0,0,0.8421,,,1.438,3.285,0.6956,0.3044,1.0,1.438,3.285,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1660,2023,6,2023-04-23 03:10:00,Hawthorn,Adelaide,York Park,76.0,79.0,0.0,10,1,False,1403.45,1452.69,-49.24,0.3333,0.2,0.3,68.7,93.5,0.0333,1.0,0.6,0.6,94.1,87.8,0.4,0.6,6.4,7,6.0,9.0,1,1,310.0,1020.0,710.0,1,0.6842,,,3.992,1.334,0.2505,0.7495,1.0,3.992,1.334,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1661,2023,6,2023-04-23 05:20:00,Carlton,St Kilda,Docklands,60.0,82.0,0.0,3,15,False,1507.26,1536.38,-29.13,0.6667,0.6,0.4,76.5,81.2,0.2667,0.6667,0.8,0.6,79.8,70.1,0.0667,0.25,-23.5,4,9.0,6.0,0,0,0.0,0.0,0.0,0,0.3478,0.4699,-0.1221,2.153,1.867,0.4645,0.5355,1.0,2.153,1.867,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
1662,2023,6,2023-04-23 06:40:00,Gold Coast,North Melbourne,Carrara,97.0,54.0,1.0,8,12,False,1425.17,1330.76,94.41,0.3333,0.2,0.3,80.0,93.5,0.0333,0.0,0.4,0.2,73.2,107.1,-0.2,0.8,34.6,8,8.0,8.0,0,1,0.0,1730.0,1730.0,0,0.3421,0.2143,0.1278,1.236,5.244,0.8093,0.1907,1.0,1.236,5.244,0.0,0.0,unknown,1.0,1.0,0,0,0.0,0,0,0,1.0
